clf_name,out_rate,R_out_count,P_out_count,P_nor_count,AUC,AP,
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,0,6000,0.5,0.999,0
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,3,5997,0.49974975,0.9989995,0.5
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,2,5998,0.499833166,0.998999667,0.333333333
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,4,5996,0.499666333,0.998999333,0.666666667
HBOS,0.001,6,6,5994,0.499499499,0.998999,1
HBOS,0.001,6,1,5999,0.499916583,0.998999833,0.166666667
HBOS,0.001,6,5,5995,0.499582916,0.998999167,0.833333333
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,8,5992,0.499329983,0.994993333,0.266666667
HBOS,0.005,30,14,5986,0.498827471,0.994988333,0.466666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,10,5990,0.499162479,0.994991667,0.333333333
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,5,5995,0.49958124,0.994995833,0.166666667
HBOS,0.005,30,14,5986,0.498827471,0.994988333,0.466666667
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,11,5989,0.499078727,0.994990833,0.366666667
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,10,5990,0.499162479,0.994991667,0.333333333
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,18,5982,0.498492462,0.994985,0.6
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,15,5985,0.498743719,0.9949875,0.5
HBOS,0.005,30,11,5989,0.499078727,0.994990833,0.366666667
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,30,5970,0.514237856,0.995141687,1
HBOS,0.005,30,15,5985,0.498743719,0.9949875,0.5
HBOS,0.005,30,17,5983,0.498576214,0.994985834,0.566666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,28,5972,0.547906198,0.995476896,0.933333333
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,14,5986,0.498827471,0.994988333,0.466666667
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,8,5992,0.499329983,0.994993333,0.266666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,10,5990,0.499162479,0.994991667,0.333333333
HBOS,0.005,30,9,5991,0.499246231,0.9949925,0.3
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,14,5986,0.498827471,0.994988333,0.466666667
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,8,5992,0.499329983,0.994993333,0.266666667
HBOS,0.005,30,15,5985,0.498743719,0.9949875,0.5
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,19,5981,0.49840871,0.994984167,0.633333333
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,11,5989,0.499078727,0.994990833,0.366666667
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,14,5986,0.498827471,0.994988333,0.466666667
HBOS,0.005,30,17,5983,0.498576214,0.994985834,0.566666667
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,30,5970,0.514237856,0.995141687,1
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,11,5989,0.499078727,0.994990833,0.366666667
HBOS,0.005,30,10,5990,0.499162479,0.994991667,0.333333333
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,29,5971,0.531072027,0.995309263,0.966666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,10,5990,0.499162479,0.994991667,0.333333333
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,17,5983,0.498576214,0.994985834,0.566666667
HBOS,0.005,30,9,5991,0.499246231,0.9949925,0.3
HBOS,0.005,30,12,5988,0.498994975,0.99499,0.4
HBOS,0.005,30,9,5991,0.499246231,0.9949925,0.3
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,17,5983,0.498576214,0.994985834,0.566666667
HBOS,0.005,30,11,5989,0.499078727,0.994990833,0.366666667
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,0,6000,0.5,0.995,0
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,17,5983,0.498576214,0.994985834,0.566666667
HBOS,0.005,30,11,5989,0.499078727,0.994990833,0.366666667
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,18,5982,0.498492462,0.994985,0.6
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,18,5982,0.498492462,0.994985,0.6
HBOS,0.005,30,13,5987,0.498911223,0.994989167,0.433333333
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,19,5981,0.49840871,0.994984167,0.633333333
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,23,5977,0.498073702,0.994980834,0.766666667
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,4,5996,0.499664992,0.994996667,0.133333333
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,21,5979,0.498241206,0.9949825,0.7
HBOS,0.005,30,15,5985,0.498743719,0.9949875,0.5
HBOS,0.005,30,27,5973,0.497738693,0.994977501,0.9
HBOS,0.005,30,19,5981,0.49840871,0.994984167,0.633333333
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,25,5975,0.497906198,0.994979167,0.833333333
HBOS,0.005,30,29,5971,0.497571189,0.994975834,0.966666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,3,5997,0.499748744,0.9949975,0.1
HBOS,0.005,30,4,5996,0.499664992,0.994996667,0.133333333
HBOS,0.005,30,20,5980,0.498324958,0.994983334,0.666666667
HBOS,0.005,30,24,5976,0.49798995,0.99498,0.8
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,5,5995,0.49958124,0.994995833,0.166666667
HBOS,0.005,30,7,5993,0.499413735,0.994994167,0.233333333
HBOS,0.005,30,5,5995,0.49958124,0.994995833,0.166666667
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,8,5992,0.499329983,0.994993333,0.266666667
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,7,5993,0.499413735,0.994994167,0.233333333
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,5,5995,0.49958124,0.994995833,0.166666667
HBOS,0.005,30,6,5994,0.499497487,0.994995,0.2
HBOS,0.005,30,9,5991,0.499246231,0.9949925,0.3
HBOS,0.005,30,30,5970,0.497487437,0.994975001,1
HBOS,0.005,30,16,5984,0.498659966,0.994986667,0.533333333
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
HBOS,0.005,30,10,5990,0.499162479,0.994991667,0.333333333
HBOS,0.005,30,8,5992,0.499329983,0.994993333,0.266666667
HBOS,0.005,30,5,5995,0.49958124,0.994995833,0.166666667
HBOS,0.005,30,22,5978,0.498157454,0.994981667,0.733333333
HBOS,0.005,30,26,5974,0.497822446,0.994978334,0.866666667
HBOS,0.005,30,15,5985,0.498743719,0.9949875,0.5
HBOS,0.005,30,16,5984,0.498659966,0.994986667,0.533333333
HBOS,0.005,30,28,5972,0.497654941,0.994976667,0.933333333
